Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2023-06-05 00:42:11;1685918531.423616;portrait;-0.259429931640625;-0.9429473876953125;-0.24176025390625;
2023-06-05 00:42:11;1685918531.427726;portrait;-0.2578887939453125;-0.9368133544921875;-0.2376861572265625;
2023-06-05 00:42:11;1685918531.458997;portrait;-0.2566986083984375;-0.9546661376953125;-0.2302398681640625;
2023-06-05 00:42:11;1685918531.509352;portrait;-0.26129150390625;-0.9386749267578125;-0.2281646728515625;
2023-06-05 00:42:11;1685918531.5598478;portrait;-0.27032470703125;-0.9481658935546875;-0.2269287109375;
2023-06-05 00:42:11;1685918531.6112099;portrait;-0.266693115234375;-0.952728271484375;-0.2394561767578125;
2023-06-05 00:42:11;1685918531.661382;portrait;-0.267181396484375;-0.9338226318359375;-0.22723388671875;
2023-06-05 00:42:11;1685918531.711431;portrait;-0.3014068603515625;-0.9356842041015625;-0.2631683349609375;
2023-06-05 00:42:11;1685918531.761292;portrait;-0.295013427734375;-0.91290283203125;-0.24658203125;
2023-06-05 00:42:11;1685918531.8114529;portrait;-0.3379364013671875;-0.9128875732421875;-0.23065185546875;
2023-06-05 00:42:11;1685918531.862091;portrait;-0.3780517578125;-0.9281005859375;-0.2430419921875;
2023-06-05 00:42:11;1685918531.912304;portrait;-0.3559722900390625;-0.891357421875;-0.236236572265625;
2023-06-05 00:42:11;1685918531.962668;portrait;-0.3703155517578125;-0.9051971435546875;-0.2657318115234375;
2023-06-05 00:42:11;1685918532.0131311;portrait;-0.3482208251953125;-0.8729400634765625;-0.2838134765625;
2023-06-05 00:42:11;1685918532.063528;portrait;-0.3723907470703125;-0.8607177734375;-0.2799224853515625;
2023-06-05 00:42:11;1685918532.113699;portrait;-0.3980255126953125;-0.843505859375;-0.2572784423828125;
2023-06-05 00:42:11;1685918532.1642098;portrait;-0.3730926513671875;-0.878448486328125;-0.243896484375;
2023-06-05 00:42:11;1685918532.2144132;portrait;-0.3050079345703125;-0.884429931640625;-0.2060089111328125;
2023-06-05 00:42:11;1685918532.265051;portrait;-0.40869140625;-0.9319915771484375;-0.1609649658203125;
2023-06-05 00:42:11;1685918532.3151832;portrait;-0.409759521484375;-0.9387054443359375;-0.184814453125;
2023-06-05 00:42:11;1685918532.365701;portrait;-0.4748382568359375;-1.0866851806640625;-0.12646484375;
2023-06-05 00:42:11;1685918532.416016;portrait;-0.50653076171875;-1.163543701171875;-0.209014892578125;
2023-06-05 00:42:11;1685918532.4664369;portrait;-0.4602508544921875;-1.0121917724609375;-0.140960693359375;
2023-06-05 00:42:11;1685918532.516613;portrait;-0.27435302734375;-0.9686431884765625;-0.09674072265625;
2023-06-05 00:42:11;1685918532.5673041;portrait;-0.0737152099609375;-0.792388916015625;-0.251251220703125;
2023-06-05 00:42:11;1685918532.617367;portrait;-0.25250244140625;-1.1273040771484375;-0.334564208984375;
2023-06-05 00:42:11;1685918532.6678681;portrait;-0.203948974609375;-1.004730224609375;-0.3153533935546875;
2023-06-05 00:42:11;1685918532.718217;portrait;-0.289886474609375;-0.688568115234375;-0.380035400390625;
2023-06-05 00:42:11;1685918532.768546;portrait;-0.2983245849609375;-0.5857086181640625;-0.3992462158203125;
2023-06-05 00:42:11;1685918532.818888;portrait;-0.2217864990234375;-0.48638916015625;-0.4404296875;
2023-06-05 00:42:11;1685918532.8692489;portrait;-0.2089385986328125;-0.4674530029296875;-0.5889434814453125;
2023-06-05 00:42:11;1685918532.919567;portrait;-0.285125732421875;-0.7238922119140625;-0.6934661865234375;
2023-06-05 00:42:11;1685918532.9700089;portrait;-0.4830780029296875;-1.0920867919921875;-0.5617523193359375;
2023-06-05 00:42:11;1685918533.0211902;portrait;-0.4646759033203125;-0.762908935546875;-0.88031005859375;
2023-06-05 00:42:11;1685918533.0710912;portrait;-0.6201629638671875;-1.3009490966796875;-0.8477783203125;
2023-06-05 00:42:11;1685918533.1211848;portrait;-0.173126220703125;-0.7669677734375;-0.6090850830078125;
2023-06-05 00:42:11;1685918533.171484;portrait;-0.1950836181640625;-0.9228515625;-0.208648681640625;
2023-06-05 00:42:11;1685918533.2217178;portrait;-0.3925018310546875;-0.727996826171875;-0.1030731201171875;
2023-06-05 00:42:11;1685918533.272276;portrait;-0.3694610595703125;-0.898834228515625;-0.28387451171875;
2023-06-05 00:42:11;1685918533.322507;portrait;-0.2718353271484375;-0.80572509765625;-0.240631103515625;
2023-06-05 00:42:11;1685918533.3731031;portrait;-0.20477294921875;-0.7836151123046875;-0.1534881591796875;
2023-06-05 00:42:11;1685918533.4233298;portrait;-0.3183135986328125;-0.7995147705078125;-0.2554168701171875;
2023-06-05 00:42:11;1685918533.473649;portrait;-0.4356689453125;-0.82647705078125;-0.247802734375;
2023-06-05 00:42:11;1685918533.5240679;portrait;-0.4656982421875;-0.8184814453125;-0.167388916015625;
2023-06-05 00:42:11;1685918533.574551;portrait;-0.33099365234375;-0.9330291748046875;-0.1586456298828125;
2023-06-05 00:42:11;1685918533.62468;portrait;-0.4673919677734375;-0.9888458251953125;-0.0988311767578125;
2023-06-05 00:42:11;1685918533.675313;portrait;-0.4168243408203125;-1.2504425048828125;-0.290618896484375;
2023-06-05 00:42:11;1685918533.725409;portrait;-0.551177978515625;-1.3939361572265625;-0.0836944580078125;
2023-06-05 00:42:11;1685918533.7759461;portrait;-0.1213531494140625;-0.981842041015625;0.011444091796875;
2023-06-05 00:42:11;1685918533.826333;portrait;-0.137542724609375;-0.8650360107421875;-0.2099761962890625;
2023-06-05 00:42:11;1685918533.876638;portrait;-0.4259796142578125;-1.0618743896484375;-0.30987548828125;
2023-06-05 00:42:11;1685918533.926923;portrait;-0.3499298095703125;-0.9486846923828125;-0.3476409912109375;
2023-06-05 00:42:11;1685918533.97734;portrait;-0.17059326171875;-0.593170166015625;-0.3391876220703125;
2023-06-05 00:42:11;1685918534.0275722;portrait;-0.2406005859375;-0.55718994140625;-0.4044036865234375;
2023-06-05 00:42:11;1685918534.078079;portrait;-0.2482147216796875;-0.5665740966796875;-0.4353790283203125;
2023-06-05 00:42:11;1685918534.128481;portrait;-0.3345947265625;-0.6353302001953125;-0.369354248046875;
2023-06-05 00:42:11;1685918534.178823;portrait;-0.2760467529296875;-0.9031829833984375;-0.507568359375;
2023-06-05 00:42:11;1685918534.229173;portrait;-0.6680755615234375;-0.975677490234375;-0.5724945068359375;
2023-06-05 00:42:11;1685918534.279461;portrait;-0.3549346923828125;-1.015777587890625;-0.8389739990234375;
2023-06-05 00:42:11;1685918534.329739;portrait;-0.396148681640625;-1.39825439453125;-0.58514404296875;
2023-06-05 00:42:11;1685918534.381396;portrait;0.003875732421875;-0.8035736083984375;-0.326385498046875;
2023-06-05 00:42:11;1685918534.431349;portrait;-0.1720428466796875;-0.691650390625;-0.125030517578125;
2023-06-05 00:42:11;1685918534.481365;portrait;-0.3090972900390625;-1.1292266845703125;-0.21673583984375;
2023-06-05 00:42:11;1685918534.5313148;portrait;-0.35894775390625;-0.900146484375;-0.1767730712890625;
