Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2023-06-05 00:32:59;1685917980.133338;portrait;-0.30706787109375;-0.701080322265625;-0.545257568359375;
2023-06-05 00:32:59;1685917980.138643;portrait;-0.3408966064453125;-0.6484527587890625;-0.6060943603515625;
2023-06-05 00:32:59;1685917980.139056;portrait;-0.2555084228515625;-0.6663360595703125;-0.6638336181640625;
2023-06-05 00:32:59;1685917980.139271;portrait;-0.359771728515625;-0.7555389404296875;-0.8437042236328125;
2023-06-05 00:32:59;1685917980.139512;portrait;-0.4178924560546875;-0.66009521484375;-0.62786865234375;
2023-06-05 00:32:59;1685917980.140518;portrait;-0.43609619140625;-0.59912109375;-0.7054901123046875;
2023-06-05 00:32:59;1685917980.147378;portrait;-0.49847412109375;-0.6602783203125;-0.666259765625;
2023-06-05 00:32:59;1685917980.189223;portrait;-0.3402252197265625;-0.5951385498046875;-0.5804595947265625;
2023-06-05 00:32:59;1685917980.227829;portrait;-0.479888916015625;-0.65301513671875;-0.6667022705078125;
2023-06-05 00:32:59;1685917980.268052;portrait;-0.3975372314453125;-0.653778076171875;-0.69244384765625;
2023-06-05 00:32:59;1685917980.308456;portrait;-0.412872314453125;-0.677398681640625;-0.6436767578125;
2023-06-05 00:32:59;1685917980.348839;portrait;-0.42755126953125;-0.6206207275390625;-0.70654296875;
2023-06-05 00:32:59;1685917980.392515;portrait;-0.3484649658203125;-0.63299560546875;-0.6855316162109375;
2023-06-05 00:32:59;1685917980.42982;portrait;-0.4014434814453125;-0.611358642578125;-0.700714111328125;
2023-06-05 00:32:59;1685917980.477559;portrait;-0.37677001953125;-0.6743316650390625;-0.7136993408203125;
2023-06-05 00:32:59;1685917980.511941;portrait;-0.474578857421875;-0.638946533203125;-0.726806640625;
2023-06-05 00:32:59;1685917980.552298;portrait;-0.40631103515625;-0.5833282470703125;-0.573486328125;
2023-06-05 00:32:59;1685917980.596504;portrait;-0.4783782958984375;-0.6742095947265625;-0.6146697998046875;
2023-06-05 00:32:59;1685917980.632463;portrait;-0.4119720458984375;-0.632843017578125;-0.5969390869140625;
2023-06-05 00:32:59;1685917980.6775389;portrait;-0.5333404541015625;-0.6297760009765625;-0.599517822265625;
2023-06-05 00:32:59;1685917980.717088;portrait;-0.501800537109375;-0.6903839111328125;-0.5381317138671875;
2023-06-05 00:32:59;1685917980.7525492;portrait;-0.5476531982421875;-0.6351318359375;-0.5279388427734375;
2023-06-05 00:32:59;1685917980.797247;portrait;-0.49810791015625;-0.679962158203125;-0.50244140625;
2023-06-05 00:32:59;1685917980.833332;portrait;-0.6387176513671875;-0.6295928955078125;-0.713653564453125;
2023-06-05 00:32:59;1685917980.8784199;portrait;-0.461212158203125;-0.6219940185546875;-0.55596923828125;
2023-06-05 00:32:59;1685917980.9138432;portrait;-0.4430389404296875;-0.6578826904296875;-0.6160125732421875;
2023-06-05 00:32:59;1685917980.9541302;portrait;-0.44818115234375;-0.7260284423828125;-0.4452362060546875;
2023-06-05 00:32:59;1685917980.998135;portrait;-0.434967041015625;-0.749359130859375;-0.640228271484375;
2023-06-05 00:32:59;1685917981.034775;portrait;-0.5338897705078125;-0.6973114013671875;-0.5488128662109375;
2023-06-05 00:32:59;1685917981.079771;portrait;-0.510101318359375;-0.6957550048828125;-0.42718505859375;
2023-06-05 00:32:59;1685917981.115066;portrait;-0.4908294677734375;-0.6940155029296875;-0.4231414794921875;
2023-06-05 00:32:59;1685917981.1596541;portrait;-0.471954345703125;-0.708099365234375;-0.505615234375;
2023-06-05 00:32:59;1685917981.20021;portrait;-0.45770263671875;-0.71551513671875;-0.560455322265625;
2023-06-05 00:32:59;1685917981.236051;portrait;-0.4772186279296875;-0.68792724609375;-0.5615386962890625;
2023-06-05 00:32:59;1685917981.2824059;portrait;-0.4165191650390625;-0.67034912109375;-0.628448486328125;
2023-06-05 00:32:59;1685917981.3165998;portrait;-0.46856689453125;-0.7098846435546875;-0.58447265625;
2023-06-05 00:32:59;1685917981.362977;portrait;-0.457794189453125;-0.6945037841796875;-0.5553741455078125;
2023-06-05 00:32:59;1685917981.403383;portrait;-0.484375;-0.7004241943359375;-0.613250732421875;
2023-06-05 00:32:59;1685917981.437499;portrait;-0.4599151611328125;-0.688201904296875;-0.564727783203125;
2023-06-05 00:32:59;1685917981.48383;portrait;-0.433929443359375;-0.6352691650390625;-0.610107421875;
2023-06-05 00:32:59;1685917981.5180159;portrait;-0.4483184814453125;-0.675384521484375;-0.5871734619140625;
2023-06-05 00:32:59;1685917981.5645928;portrait;-0.399810791015625;-0.7591094970703125;-0.5590362548828125;
2023-06-05 00:32:59;1685917981.6040568;portrait;-0.429962158203125;-0.7554779052734375;-0.464691162109375;
2023-06-05 00:32:59;1685917981.63884;portrait;-0.5237884521484375;-0.746673583984375;-0.423431396484375;
2023-06-05 00:32:59;1685917981.684896;portrait;-0.496490478515625;-0.695343017578125;-0.42218017578125;
2023-06-05 00:32:59;1685917981.719444;portrait;-0.474090576171875;-0.72772216796875;-0.5001220703125;
2023-06-05 00:32:59;1685917981.764097;portrait;-0.450286865234375;-0.7154388427734375;-0.5934295654296875;
2023-06-05 00:32:59;1685917981.8000379;portrait;-0.4499664306640625;-0.7261810302734375;-0.61285400390625;
