time,seconds_elapsed,z,y,x
1685921017137028600,0.141028564453125,10.564311981201172,1.6426727771759033,1.155733346939087
1685921017146984000,0.15098388671875,11.18913745880127,0.8811569213867188,1.1174482107162476
1685921017156939800,0.160939697265625,11.811869621276855,-0.07627122104167938,0.9619147181510925
1685921017166895400,0.170895263671875,12.482159614562988,-1.0579266548156738,0.5955137610435486
1685921017176851000,0.180850830078125,13.154841423034668,-1.8601205348968506,0.29850462079048157
1685921017186806800,0.190806884765625,13.336695671081543,-2.312364101409912,0.15732808411121368
1685921017196762400,0.200762451171875,12.764512062072754,-2.42512583732605,-0.15613168478012085
1685921017206718200,0.21071826171875,11.840583801269531,-2.4299113750457764,-0.44356951117515564
1685921017216673800,0.220673828125,11.100603103637695,-2.389233350753784,-0.5799604058265686
1685921017226629400,0.23062939453125,10.372885704040527,-2.0874385833740234,-0.5632106065750122
1685921017236585200,0.240585205078125,9.60209846496582,-1.6133606433868408,-0.5488536953926086
1685921017246541000,0.250541015625,8.838189125061035,-1.191924810409546,-0.6302096843719482
1685921017256496600,0.26049658203125,8.218149185180664,-0.9574281573295593,-0.6661019921302795
1685921017266452200,0.2704521484375,7.7368927001953125,-0.7755736112594604,-0.6828517913818359
1685921017276408000,0.280407958984375,7.332505702972412,-0.7564310431480408,-0.6637091636657715
1685921017286363600,0.29036376953125,7.159923553466797,-0.6771687865257263,-0.5488536953926086
1685921017296319500,0.300319580078125,7.131209850311279,-0.576670229434967,-0.26889345049858093
1685921017306275300,0.310275390625,7.183851718902588,-0.36610186100006104,-0.029312077909708023
1685921017316231000,0.32023095703125,7.258029460906982,-0.2560320198535919,0.2841476798057556
1685921017326186800,0.330186767578125,7.34686279296875,-0.25363919138908386,0.5189434289932251
1685921017336142300,0.340142333984375,7.313363075256348,-0.31345975399017334,0.6409773826599121
1685921017346098200,0.35009814453125,7.16231632232666,-0.4019941985607147,0.6433702111244202
1685921017356053800,0.3600537109375,7.080960273742676,-0.6029912829399109,0.5667998790740967
1685921017366009600,0.370009521484375,7.052246570587158,-0.7851449251174927,0.4615156650543213
1685921017375965200,0.379965087890625,7.222136974334717,-0.7755736112594604,0.3251247704029083
1685921017385921000,0.389921142578125,7.648358345031738,-0.8114659786224365,0.31764721870422363
1685921017395876900,0.399876953125,8.22293472290039,-0.8234301209449768,0.4328017830848694
1685921017405832400,0.40983251953125,8.931509971618652,-0.6894320249557495,0.5261218547821045
1685921017415788300,0.419788330078125,9.721739768981934,-0.5072783827781677,0.7295117974281311
1685921017425744000,0.429743896484375,10.600204467773438,-0.363709032535553,0.88025963306427
1685921017435699700,0.43969970703125,11.411969184875488,-0.31345975399017334,0.8925228714942932
1685921017445655300,0.4496552734375,12.12054443359375,-0.38763725757598877,0.8515457510948181
1685921017455611100,0.459611083984375,12.513265609741211,-0.5264210104942322,0.7295117974281311
1685921017465567000,0.46956689453125,12.422338485717773,-0.7085745930671692,0.5667998790740967
1685921017475522600,0.4795224609375,12.005688667297363,-0.7923234105110168,0.4495515525341034
1685921017485478400,0.489478515625,11.344970703125,-0.7109674215316772,0.4495515525341034
1685921017495434000,0.49943408203125,10.461421012878418,-0.6245267391204834,0.4543372094631195
1685921017505389800,0.509389892578125,9.458230018615723,-0.349352091550827,0.483051061630249
1685921017515345400,0.519345458984375,8.51037311553955,-0.17228323221206665,0.4902295470237732
1685921017525301200,0.52930126953125,7.669893741607666,0.036191441118717194,0.42801615595817566
1685921017535257000,0.539257080078125,7.269993305206299,0.13190434873104095,0.4016951024532318
1685921017545212700,0.549212646484375,7.097710132598877,0.3041875660419464,0.3200400173664093
1685921017555168500,0.55916845703125,7.200601577758789,0.48873403668403625,0.4567300081253052
1685921017565124000,0.5691240234375,7.564609527587891,0.6107679605484009,0.5811567902565002
1685921017575080000,0.579079833984375,7.8903326988220215,0.7088736891746521,0.6816553473472595
1685921017585035500,0.589035400390625,8.273183822631836,0.7854440212249756,0.7677969932556152
1685921017594991400,0.598991455078125,8.582157135009766,0.8309076428413391,0.8012964725494385
1685921017604899600,0.608899658203125,8.866903305053711,0.802193820476532,0.8682954907417297
1685921017614710500,0.61871044921875,9.151947975158691,0.7806583642959595,0.9451649188995361
1685921017624471600,0.628471435546875,9.441479682922363,0.6514459848403931,0.9619147181510925
1685921017634232300,0.638232421875,9.587740898132324,0.45284169912338257,0.8060821294784546
1685921017643992600,0.64799267578125,9.669096946716309,0.368793785572052,0.9044869542121887
1685921017653752800,0.6577529296875,10.008877754211426,0.3568296730518341,1.0480563640594482
1685921017663513900,0.667513916015625,10.250852584838867,0.385543555021286,1.0169496536254883
1685921017673274600,0.677274658203125,10.356136322021484,0.37597227096557617,0.846760094165802
1685921017683035000,0.687034912109375,10.60977554321289,0.1941177397966385,0.7630113363265991
1685921017692795100,0.696795166015625,10.751251220703125,0.029012974351644516,0.7175477147102356
1685921017702556200,0.70655615234375,10.7799654006958,-0.18903298676013947,0.7630113363265991
1685921017712317000,0.71631689453125,10.80150032043457,-0.17228323221206665,0.9427721500396729
1685921017722077200,0.7260771484375,11.000104904174805,-0.10019944608211517,1.1748759746551514
1685921017731837400,0.73583740234375,11.079068183898926,0.1821536272764206,1.5460625886917114
1685921017741598500,0.745598388671875,11.169995307922363,0.5461617708206177,1.8284156322479248
1685921017751359500,0.755359375,11.287542343139648,0.9337990283966064,2.1278176307678223
1685921017761119500,0.765119384765625,11.273185729980469,1.2643076181411743,2.2570300102233887
1685921017770879700,0.774879638671875,11.256436347961426,1.233201026916504,2.2331018447875977
